Arc time (s)	Amperage (A)	Voltage (V)	Wire feed speed (in/min)	WeldScore (%)	Global scale factor	True Energy (J)
0.282	77.8	18.8	185	0.0	-0.1212	654
0.516	76.4	16.2	179	0.0	-0.1317	898
0.735	73.8	16.0	178	0.0	-0.1319	1130
0.985	74.5	15.9	179	0.0	-0.1021	1501
1.219	76.0	15.7	179	0.0	-0.1513	1736
1.469	76.6	15.4	178	0.0	-0.1500	2096
1.719	75.7	15.4	179	0.0	-0.1715	2331
1.938	75.1	15.5	178	0.0	-0.1982	2562
2.172	75.5	15.9	180	0.0	-0.2004	2933
2.422	74.8	15.9	180	0.0	-0.2181	3162
2.672	74.9	16.0	179	0.0	-0.2689	3523
2.907	74.5	16.1	179	0.0	-0.2972	3764
3.141	75.0	16.2	179	0.0	-0.3127	4004
3.375	74.8	16.1	179	0.0	-0.3302	4360
3.610	74.3	16.0	179	0.0	-0.3728	4595
3.844	73.9	16.0	179	0.0	-0.3934	4825
4.078	74.5	15.9	180	0.0	-0.3937	5177
4.313	74.5	15.8	179	0.0	-0.3846	5409
4.547	73.9	15.8	178	0.0	-0.4115	5643
4.797	74.6	15.7	179	0.0	-0.4246	5987
5.047	75.4	15.7	178	0.0	-0.4339	6220
5.266	75.3	15.6	180	0.0	-0.3986	6571
5.500	75.6	15.6	181	0.0	-0.4241	6804
5.735	75.0	15.6	179	0.0	-0.4359	7034
5.985	74.3	15.7	179	0.0	-0.4389	7379
6.203	74.5	15.6	179	0.0	-0.4076	7607
6.438	74.1	15.6	181	0.0	-0.4488	7832
6.672	75.0	15.7	179	0.0	-0.4348	8181
6.907	75.0	15.6	179	0.0	-0.4504	8408
7.157	75.1	15.6	178	0.0	-0.4465	8641
7.407	75.2	15.6	177	0.0	-0.4261	8990
7.625	74.7	15.6	179	0.0	-0.4398	9216
7.860	75.3	15.4	179	0.0	-0.4336	9560
8.110	74.8	15.4	178	0.0	-0.4353	9784
8.360	75.1	15.5	180	0.0	-0.4226	10134
8.610	75.6	15.5	181	0.0	-0.3876	10364
8.844	74.5	15.5	178	0.0	-0.4131	10594
9.063	75.1	15.6	180	0.0	-0.4219	10945
9.313	74.8	15.5	179	0.0	-0.3807	11165
9.547	74.8	15.4	179	0.0	-0.3789	11400
9.782	75.7	15.2	179	0.0	-0.3746	11742
10.016	75.1	15.3	181	0.0	-0.3417	11967
10.235	76.0	15.3	180	0.0	-0.3468	12201
10.485	76.6	15.3	179	0.0	-0.3177	12545
10.719	77.0	15.1	178	0.0	-0.2314	12788
10.953	77.5	15.1	179	0.0	-0.2681	13022
11.188	75.4	15.1	179	0.0	-0.2470	13367
11.407	76.0	15.2	179	0.0	-0.1580	13598
11.657	77.0	15.3	179	0.0	-0.2338	13841
11.891	76.3	15.2	180	0.0	-0.0674	14191
12.141	78.1	15.0	180	0.0	-0.0537	14434
12.391	76.5	15.1	178	0.0	-0.0380	14780
12.625	75.3	15.2	179	0.0	-0.1353	15020
12.875	75.9	15.2	178	0.0	-0.0449	15373
13.110	77.0	15.2	178	0.0	0.0326	15616
13.360	76.7	15.2	179	0.0	-0.0164	15976
13.594	76.9	15.3	179	0.0	0.0027	16209
13.828	76.7	15.4	179	0.0	-0.0258	16459
14.063	76.6	15.4	178	0.0	-0.0593	16825
14.297	76.4	15.3	178	0.0	-0.0187	17060
14.578	76.7	15.4	178	0.0	-0.0261	17435
14.813	74.5	15.4	179	0.0	0.0489	17671
15.063	74.6	15.4	179	0.0	0.0186	18027
15.297	75.2	15.4	179	0.0	0.0568	18266
15.532	75.5	15.3	180	0.0	0.0603	18512
15.766	76.5	15.4	179	0.0	0.1002	18879
16.016	76.4	15.5	177	0.0	0.1077	19126
16.266	75.5	15.5	179	0.0	0.0652	19489
16.500	75.5	15.5	180	0.0	0.0504	19735
16.735	76.1	15.5	179	0.0	0.1056	19982
16.969	75.4	15.6	180	0.0	0.1411	20347
17.203	75.4	15.6	178	0.0	0.0934	20592
17.438	75.4	15.5	179	0.0	0.0572	20837
17.688	76.5	15.6	178	0.0	0.0015	21204
17.922	76.0	15.6	179	0.0	0.1383	21446
18.172	76.3	15.7	180	0.0	0.0387	21828
18.407	76.5	15.8	179	0.0	-0.0140	22075
18.625	76.4	15.8	178	0.0	-0.0387	22317
18.875	76.9	16.0	179	0.0	0.0051	22696
19.110	75.9	16.3	181	0.0	-0.0280	22945
19.360	76.5	16.3	179	0.0	-0.1350	23323
19.594	75.8	16.2	179	0.0	-0.1290	23570
19.813	76.4	16.2	179	0.0	-0.1865	23822
20.047	75.2	16.1	179	0.0	-0.1811	24184
20.297	75.0	16.1	179	0.0	-0.2359	24427
20.532	75.0	16.0	179	0.0	-0.2764	24667
20.782	75.5	16.0	178	0.0	-0.3020	25026
21.000	74.8	16.0	178	0.0	-0.3192	25262
21.235	75.4	16.0	179	0.0	-0.3171	25501
21.485	74.8	16.0	180	0.0	-0.3475	25857
21.719	74.4	15.9	180	0.0	-0.3630	26094
21.985	74.0	15.9	179	0.0	-0.3999	26438
22.219	74.1	15.8	0	0.0	-0.2556	26670
6/23/2025 12:06:52 PM
0.000	0.0	7.8	35	0.0	0.0000	3
0.281	59.0	25.9	166	0.0	-0.0532	279
0.516	78.3	18.3	179	0.0	-0.1481	675
0.766	77.6	16.3	179	0.0	-0.2022	924
1.016	75.6	16.4	179	0.0	-0.2254	1297
1.250	75.9	16.3	180	0.0	-0.2785	1543
1.485	75.7	16.1	179	0.0	-0.2941	1908
1.735	75.1	16.0	179	0.0	-0.2990	2147
1.985	76.8	15.9	179	0.0	-0.3275	2393
2.203	74.7	16.0	179	0.0	-0.3546	2743
2.438	73.6	16.1	179	0.0	-0.3586	2973
2.672	74.7	16.0	178	0.0	-0.3899	3212
2.906	75.0	15.8	179	0.0	-0.3852	3559
3.156	77.0	15.7	178	0.0	-0.3874	3803
3.391	75.7	15.8	179	0.0	-0.4027	4154
3.625	73.9	15.8	180	0.0	-0.4269	4379
3.860	73.6	15.8	178	0.0	-0.4435	4611
4.110	74.0	15.7	179	0.0	-0.4482	4949
4.360	75.6	15.5	179	0.0	-0.4278	5182
4.594	77.9	15.5	178	0.0	-0.4209	5541
4.828	75.4	15.6	179	0.0	-0.4453	5767
5.047	75.0	15.7	179	0.0	-0.4290	5998
5.297	74.7	15.7	179	0.0	-0.4270	6342
5.547	74.9	15.5	179	0.0	-0.4407	6570
5.797	76.2	15.4	179	0.0	-0.4312	6922
6.031	76.3	15.6	178	0.0	-0.4562	7158
6.266	76.2	15.6	179	0.0	-0.4487	7394
6.531	75.1	15.6	179	0.0	-0.4432	7730
6.766	74.3	15.6	177	0.0	-0.4407	7960
6.985	74.5	15.5	179	0.0	-0.4336	8301
7.219	76.3	15.4	180	0.0	-0.4035	8541
7.453	75.6	15.6	179	0.0	-0.4076	8768
7.703	76.8	15.5	180	0.0	-0.3932	9120
7.953	76.6	15.5	180	0.0	-0.3951	9352
8.188	75.6	15.4	178	0.0	-0.3799	9697
8.422	75.3	15.4	180	0.0	-0.3756	9926
8.656	75.9	15.5	179	0.0	-0.3946	10162
8.906	75.7	15.6	179	0.0	-0.3816	10513
9.141	80.1	15.4	179	0.0	-0.3808	10760
9.375	81.1	15.4	178	0.0	-0.3801	11014
9.610	77.7	15.4	178	0.0	-0.3701	11363
9.844	76.9	15.4	179	0.0	-0.3760	11595
10.094	76.6	15.5	179	0.0	-0.3687	11953
10.328	77.5	15.6	179	0.0	-0.3407	12190
10.563	76.3	15.5	179	0.0	-0.2750	12425
10.797	76.3	15.1	179	0.0	-0.3306	12769
11.031	76.9	15.2	179	0.0	-0.3152	13008
11.281	76.3	15.1	180	0.0	-0.2824	13236
11.516	77.1	15.4	178	0.0	-0.2723	13600
11.750	77.1	15.8	177	0.0	-0.2605	13841
11.985	76.8	15.6	179	0.0	-0.2741	14195
12.219	77.7	15.4	178	0.0	-0.2325	14437
12.469	76.0	15.4	178	0.0	-0.2814	14669
12.703	76.1	15.6	179	0.0	-0.3003	15030
12.953	77.0	15.7	178	0.0	-0.2755	15274
13.172	78.3	15.4	179	0.0	-0.1979	15511
13.406	77.3	14.8	180	0.0	-0.2416	15864
13.656	78.0	15.5	180	0.0	-0.2532	16109
13.906	77.3	15.8	180	0.0	-0.2248	16473
14.141	76.6	15.7	179	0.0	-0.2633	16713
14.375	77.1	15.6	179	0.0	-0.2304	16960
14.610	78.2	15.5	180	0.0	-0.2234	17326
14.860	78.5	15.5	179	0.0	-0.2696	17571
15.094	78.3	15.6	179	0.0	-0.2691	17937
15.328	77.8	15.7	178	0.0	-0.2466	18183
15.547	76.6	15.8	179	0.0	-0.2933	18423
15.781	78.5	15.6	178	0.0	-0.2695	18797
16.031	79.0	15.4	179	0.0	-0.2204	19037
16.281	76.8	15.5	179	0.0	-0.2245	19277
16.516	77.5	15.6	178	0.0	-0.2254	19641
16.750	77.5	15.6	180	0.0	-0.2450	19879
16.969	78.1	15.8	179	0.0	-0.3025	20128
17.219	78.4	15.7	179	0.0	-0.2979	20494
17.453	77.4	15.5	180	0.0	-0.2505	20737
17.688	76.5	15.5	179	0.0	-0.2822	21094
6/23/2025 12:10:10 PM
0.000	0.0	4.8	0	0.0	0.0000	0
0.297	67.5	24.0	159	0.0	0.0665	391
0.532	81.6	17.9	182	0.0	-0.0330	641
0.766	84.0	15.7	179	0.0	-0.0540	1042
1.000	79.2	15.4	178	0.0	-0.1030	1288
1.250	76.8	15.4	179	0.0	-0.0745	1644
1.485	78.6	15.8	179	0.0	-0.0907	1899
1.735	78.6	16.0	180	0.0	-0.0964	2154
1.953	79.8	16.0	179	0.0	-0.1606	2544
2.203	80.8	15.8	180	0.0	-0.1603	2801
2.453	79.6	15.7	180	0.0	-0.1578	3171
2.688	78.2	15.8	178	0.0	-0.2017	3424
2.922	77.8	15.9	179	0.0	-0.1973	3668
3.141	78.1	16.0	180	0.0	-0.2185	4046
3.391	79.3	15.9	179	0.0	-0.2538	4300
3.641	81.3	15.8	180	0.0	-0.2149	4680
3.891	78.9	15.6	179	0.0	-0.2717	4923
4.141	78.7	15.8	178	0.0	-0.2571	5294
4.375	77.4	15.9	178	0.0	-0.3031	5531
4.610	77.3	16.0	179	0.0	-0.2923	5777
4.844	77.2	15.8	180	0.0	-0.3095	6140
5.094	78.4	15.7	180	0.0	-0.3346	6381
5.344	77.5	15.7	180	0.0	-0.3097	6741
5.578	77.3	15.7	179	0.0	-0.3350	6987
5.797	77.7	15.6	179	0.0	-0.2890	7229
6.047	78.6	15.5	180	0.0	-0.3270	7596
6.282	78.8	15.6	179	0.0	-0.2864	7842
6.532	77.0	15.6	178	0.0	-0.2807	8198
6.766	76.0	15.6	179	0.0	-0.3299	8437
7.000	76.0	15.8	179	0.0	-0.3591	8676
7.235	75.4	15.8	179	0.0	-0.3526	9025
7.469	75.1	15.7	179	0.0	-0.3609	9257
7.703	75.0	15.7	178	0.0	-0.3715	9494
7.938	75.1	15.6	178	0.0	-0.3491	9843
8.172	76.7	15.5	179	0.0	-0.3793	10081
8.407	77.3	15.5	179	0.0	-0.3740	10317
8.641	77.9	15.5	179	0.0	-0.3765	10681
8.875	77.3	15.7	179	0.0	-0.3581	10920
9.094	77.4	15.6	179	0.0	-0.3568	11159
9.344	75.2	15.6	179	0.0	-0.3854	11502
9.578	75.4	15.6	179	0.0	-0.3986	11734
9.828	77.7	15.6	178	0.0	-0.3809	11974
10.063	77.4	15.6	177	0.0	-0.4129	12330
10.282	77.7	15.7	179	0.0	-0.4032	12572
10.516	78.0	15.7	180	0.0	-0.4169	12813
10.766	76.3	15.7	179	0.0	-0.4031	13161
11.000	76.5	15.6	179	0.0	-0.4171	13393
11.266	77.4	15.5	178	0.0	-0.4054	13750
11.500	77.5	15.5	180	0.0	-0.4027	13986
11.719	78.2	15.6	179	0.0	-0.4305	14225
11.985	77.6	15.7	179	0.0	-0.4233	14583
12.235	77.5	15.6	179	0.0	-0.4353	14819
12.453	76.5	15.6	178	0.0	-0.4134	15166
12.688	76.7	15.5	179	0.0	-0.4130	15405
12.922	77.5	15.5	179	0.0	-0.4302	15639
13.172	77.0	15.6	178	0.0	-0.4378	15992
13.422	76.9	15.6	179	0.0	-0.4160	16232
13.657	76.8	15.6	178	0.0	-0.4166	16580
13.875	76.9	15.6	179	0.0	-0.4216	16817
14.110	76.7	15.5	179	0.0	-0.4246	17050
14.360	76.7	15.4	179	0.0	-0.4120	17399
14.594	77.9	15.5	179	0.0	-0.3893	17644
14.813	76.8	15.7	178	0.0	-0.4355	17876
15.047	76.5	15.7	181	0.0	-0.3936	18230
15.282	77.0	15.4	180	0.0	-0.3112	18457
15.578	78.8	15.1	179	0.0	-0.3283	18814
15.828	77.8	15.4	179	0.0	-0.3518	19055
16.078	76.9	15.5	179	0.0	-0.3676	19410
16.344	76.0	15.5	179	0.0	-0.3343	19754
16.578	75.8	15.5	180	0.0	-0.3791	19992
16.813	75.9	15.6	179	0.0	-0.3819	20226
17.063	75.7	15.5	179	0.0	-0.3566	20581
17.313	76.6	15.4	179	0.0	-0.3630	20819
17.547	77.3	15.6	179	0.0	-0.3709	21175
17.766	77.0	15.7	177	0.0	-0.3740	21412
6/23/2025 12:13:28 PM
0.000	0.1	11.5	68	0.0	0.0000	0
0.297	73.0	23.5	164	0.0	0.0459	466
0.532	83.8	17.3	177	0.0	-0.0998	726
0.766	79.7	15.9	179	0.0	-0.1173	1112
1.016	76.3	15.9	180	0.0	-0.1328	1358
1.250	76.2	16.0	179	0.0	-0.1432	1602
1.469	77.5	16.1	179	0.0	-0.1471	1985
1.719	77.3	16.2	179	0.0	-0.2348	2225
1.969	79.2	16.0	179	0.0	-0.1785	2607
2.235	80.3	15.8	179	0.0	-0.2391	2855
2.469	78.1	15.7	179	0.0	-0.2350	3222
2.688	77.3	15.8	178	0.0	-0.2685	3468
2.938	77.3	15.8	179	0.0	-0.2678	3710
3.172	76.8	15.9	178	0.0	-0.2585	4071
3.422	78.3	15.8	178	0.0	-0.2669	4316
3.657	81.1	15.7	179	0.0	-0.3075	4575
3.875	79.2	15.6	179	0.0	-0.3015	4931
4.125	77.4	15.6	179	0.0	-0.2968	5173
4.375	77.7	15.7	179	0.0	-0.2796	5534
4.610	76.6	15.8	180	0.0	-0.2896	5777
4.844	77.7	15.7	179	0.0	-0.2923	6018
5.079	79.5	15.4	180	0.0	-0.2907	6383
5.313	79.7	15.4	179	0.0	-0.3045	6619
5.547	77.7	15.4	179	0.0	-0.2846	6858
5.782	77.7	15.4	179	0.0	-0.2477	7218
6.032	77.9	15.4	180	0.0	-0.2502	7460
6.266	77.1	15.5	177	0.0	-0.2625	7817
6.532	78.2	15.6	178	0.0	-0.2868	8064
6.766	77.4	15.5	179	0.0	-0.2279	8418
7.047	76.3	15.6	179	0.0	-0.2936	8662
7.282	77.4	15.7	179	0.0	-0.2389	9024
7.516	78.3	15.6	180	0.0	-0.2476	9268
7.750	77.5	15.6	178	0.0	-0.2907	9506
8.000	76.5	15.6	178	0.0	-0.2949	9864
8.266	76.9	15.6	179	0.0	-0.2630	10223
8.500	77.8	15.5	180	0.0	-0.2749	10461
8.735	78.4	15.4	179	0.0	-0.2688	10701
8.969	77.2	15.5	180	0.0	-0.2554	11064
9.219	76.7	15.5	179	0.0	-0.2618	11297
9.454	78.1	15.4	179	0.0	-0.2568	11547
9.688	78.3	15.4	180	0.0	-0.2406	11911
9.907	78.2	15.4	179	0.0	-0.2322	12146
10.141	79.9	15.4	178	0.0	-0.2031	12403
10.391	79.6	15.4	178	0.0	-0.1987	12769
10.641	78.4	15.6	177	0.0	-0.2192	13015
10.875	78.0	15.6	179	0.0	-0.2338	13381
11.110	78.9	15.6	179	0.0	-0.2310	13628
11.344	77.7	15.4	179	0.0	-0.2263	13866
11.579	78.0	15.3	179	0.0	-0.1536	14226
11.829	78.8	15.3	178	0.0	-0.1390	14475
12.063	79.3	15.4	179	0.0	-0.2151	14851
12.297	78.9	15.6	179	0.0	-0.1806	15094
12.532	76.9	15.7	179	0.0	-0.2005	15330
12.782	78.7	15.8	179	0.0	-0.1766	15707
13.016	78.1	15.6	179	0.0	-0.1494	15948
13.250	78.8	15.5	179	0.0	-0.2288	16186
13.485	78.1	15.5	178	0.0	-0.2220	16559
13.719	79.7	15.9	179	0.0	-0.2016	16813
13.954	77.2	15.9	179	0.0	-0.2890	17176
14.188	77.5	15.8	178	0.0	-0.2206	17424
14.422	77.9	15.5	179	0.0	-0.2059	17666
14.657	76.7	15.2	179	0.0	-0.2412	17897
14.891	77.0	15.2	179	0.0	-0.2380	18261
15.141	77.6	15.6	180	0.0	-0.2116	18505
15.360	78.7	15.6	179	0.0	-0.2204	18868
15.594	77.2	15.5	179	0.0	-0.2313	19105
15.829	77.0	15.5	178	0.0	-0.2202	19353
16.063	77.8	15.4	179	0.0	-0.1297	19712
16.329	80.8	15.3	178	0.0	-0.1644	19965
16.579	79.1	15.4	179	0.0	-0.1998	20338
16.829	78.4	15.5	178	0.0	-0.1611	20581
17.063	78.0	15.5	179	0.0	-0.1786	20952
17.297	78.2	15.4	178	0.0	-0.1820	21193
17.547	78.0	15.4	180	0.0	-0.0950	21443
17.797	77.7	15.4	179	0.0	-0.1731	21810
6/23/2025 12:16:46 PM
0.000	15.9	19.6	175	0.0	0.0725	156
0.297	77.0	20.8	178	0.0	-0.0034	536
0.531	81.3	16.3	178	0.0	-0.0723	791
0.766	77.7	15.6	179	0.0	0.0092	1038
1.016	84.2	15.7	179	0.0	-0.0136	1440
1.250	83.0	15.5	180	0.0	0.0905	1693
1.485	76.9	15.3	179	0.0	0.0129	2043
1.719	76.6	15.5	179	0.0	-0.0744	2295
1.953	77.0	15.7	179	0.0	-0.0005	2554
2.203	77.8	15.8	179	0.0	-0.0452	2920
2.453	78.9	15.8	179	0.0	-0.0099	3176
2.688	81.5	15.6	179	0.0	-0.0662	3575
2.922	80.0	15.6	179	0.0	-0.0896	3823
3.156	78.2	15.6	179	0.0	-0.1176	4065
3.406	77.6	15.9	178	0.0	-0.1442	4443
3.656	77.4	16.1	179	0.0	-0.1628	4692
3.891	79.7	16.2	180	0.0	-0.0984	5074
4.110	83.2	15.8	179	0.0	-0.1884	5349
4.344	82.5	15.7	180	0.0	-0.1688	5609
4.594	80.3	15.6	178	0.0	-0.1483	5982
4.828	79.1	15.6	178	0.0	-0.1728	6228
5.078	77.8	15.6	179	0.0	-0.1904	6589
5.360	78.1	15.7	179	0.0	-0.2085	6830
5.594	78.9	15.6	180	0.0	-0.2074	7196
5.828	78.3	15.5	180	0.0	-0.1345	7450
6.063	79.0	15.4	178	0.0	-0.1523	7697
6.313	79.6	15.4	180	0.0	-0.1249	8072
6.531	78.6	15.5	179	0.0	-0.1576	8321
6.781	76.4	15.4	179	0.0	-0.1149	8678
7.016	77.3	15.5	177	0.0	-0.1842	8921
7.250	76.3	15.4	179	0.0	-0.1324	9157
7.500	78.2	15.5	180	0.0	-0.1025	9527
7.735	79.1	15.7	178	0.0	-0.1786	9781
7.969	78.4	15.7	180	0.0	-0.1762	10027
8.219	77.7	15.6	179	0.0	-0.1719	10396
8.453	79.0	15.6	180	0.0	-0.1859	10643
8.688	79.5	15.5	180	0.0	-0.1731	11022
8.953	77.9	15.5	179	0.0	-0.1796	11266
9.188	78.0	15.6	179	0.0	-0.1773	11632
9.438	78.1	15.6	179	0.0	-0.0756	11870
9.656	78.4	15.4	179	0.0	-0.1287	12117
9.906	78.6	15.6	178	0.0	-0.1663	12487
10.141	79.1	15.8	178	0.0	-0.1408	12741
10.360	77.5	15.6	178	0.0	-0.1436	12984
10.610	79.1	15.6	179	0.0	-0.1654	13358
10.844	79.1	15.7	179	0.0	-0.2042	13597
11.078	77.4	15.7	179	0.0	-0.1443	13965
11.313	76.9	15.8	179	0.0	-0.1447	14210
11.547	77.3	15.7	181	0.0	-0.2199	14450
11.797	77.0	15.5	179	0.0	-0.1488	14812
12.031	77.2	15.2	179	0.0	-0.1036	15051
12.266	78.5	15.4	179	0.0	-0.2074	15297
12.500	77.8	15.7	179	0.0	-0.2093	15657
12.735	77.4	15.8	179	0.0	-0.2232	15897
12.985	77.8	15.7	179	0.0	-0.1673	16269
13.235	77.0	15.5	178	0.0	-0.2047	16511
13.453	77.3	15.3	178	0.0	-0.1818	16744
13.688	78.7	15.3	180	0.0	-0.1963	17112
13.922	78.9	15.6	179	0.0	-0.2125	17366
14.172	78.4	15.7	179	0.0	-0.1642	17608
14.406	77.3	15.7	179	0.0	-0.2213	17973
14.641	77.8	15.5	179	0.0	-0.1291	18217
14.860	76.4	15.3	179	0.0	-0.1733	18449
15.094	77.7	15.2	180	0.0	-0.1771	18819
15.344	78.9	15.5	180	0.0	-0.1672	19066
15.578	79.2	15.8	179	0.0	-0.1265	19438
15.813	77.3	15.8	180	0.0	-0.1843	19682
16.078	77.0	15.5	178	0.0	-0.1303	20045
16.297	76.9	15.2	178	0.0	-0.1610	20288
16.547	77.1	15.1	179	0.0	-0.1365	20528
16.781	79.2	15.3	179	0.0	-0.1400	20905
17.016	80.2	15.5	179	0.0	-0.1223	21155
17.235	78.6	15.4	179	0.0	-0.1137	21406
17.469	77.8	15.1	179	0.0	-0.0024	21650
17.719	81.1	15.2	179	0.0	-0.0473	22025
6/23/2025 12:20:04 PM
0.000	11.8	22.3	194	0.0	0.0554	0
0.265	75.2	22.8	175	0.0	-0.0603	478
0.515	80.5	16.8	178	0.0	-0.0545	722
0.750	78.0	16.0	180	0.0	-0.1472	1100
1.000	78.4	16.3	179	0.0	-0.1808	1360
1.218	80.3	16.2	179	0.0	-0.2233	1742
1.453	79.5	15.8	179	0.0	-0.1879	1991
1.718	79.3	15.6	178	0.0	-0.1813	2237
1.953	79.0	15.8	179	0.0	-0.2547	2609
2.187	78.1	15.9	179	0.0	-0.2671	2853
2.422	76.4	15.9	178	0.0	-0.2818	3216
2.656	79.4	15.7	178	0.0	-0.2485	3471
2.906	80.7	15.3	180	0.0	-0.2509	3722
3.140	79.3	15.3	181	0.0	-0.1769	4085
3.375	78.4	15.5	180	0.0	-0.2315	4324
3.609	77.9	15.8	179	0.0	-0.2321	4570
3.843	77.7	15.9	180	0.0	-0.2662	4940
4.078	80.1	15.7	180	0.0	-0.2795	5190
4.312	83.3	15.4	179	0.0	-0.2716	5574
4.547	81.5	15.4	180	0.0	-0.2277	5821
4.781	79.9	15.6	179	0.0	-0.2533	6068
5.015	77.7	15.8	180	0.0	-0.3003	6429
5.265	77.0	15.9	179	0.0	-0.3083	6672
5.500	77.2	15.9	179	0.0	-0.3310	6912
5.734	80.8	15.7	179	0.0	-0.3194	7293
5.953	81.1	15.1	180	0.0	-0.2490	7534
6.187	81.2	15.1	180	0.0	-0.1773	7776
6.437	80.3	15.4	179	0.0	-0.1538	8146
6.672	77.5	15.5	179	0.0	-0.2627	8379
6.906	76.8	15.5	179	0.0	-0.2553	8621
7.140	76.7	15.6	178	0.0	-0.2620	8979
7.375	78.4	15.5	178	0.0	-0.2463	9224
7.625	78.7	15.5	179	0.0	-0.2051	9591
7.875	78.2	15.5	177	0.0	-0.1877	9835
8.109	77.6	15.6	178	0.0	-0.1977	10075
8.343	77.1	15.6	179	0.0	-0.2257	10437
8.593	74.7	15.7	180	0.0	-0.2366	10665
8.843	74.9	15.5	180	0.0	-0.2467	11016
9.078	75.7	15.5	179	0.0	-0.2461	11261
9.312	75.2	15.4	180	0.0	-0.2430	11490
9.547	75.0	15.2	180	0.0	-0.1625	11838
9.781	76.3	15.4	180	0.0	-0.2230	12080
10.031	77.5	15.9	179	0.0	-0.2270	12445
10.250	77.7	16.0	178	0.0	-0.2047	12694
10.484	76.7	15.7	179	0.0	-0.2240	12928
10.734	77.4	15.6	178	0.0	-0.1639	13280
10.953	75.9	15.3	179	0.0	-0.1812	13520
11.218	75.8	15.3	179	0.0	-0.2381	13753
11.453	78.3	15.7	179	0.0	-0.2649	14117
11.703	78.1	15.8	179	0.0	-0.2767	14360
11.922	77.7	15.8	180	0.0	-0.2213	14724
12.156	77.3	15.6	179	0.0	-0.2274	14963
12.406	77.6	15.4	179	0.0	-0.2469	15197
12.640	77.0	15.3	179	0.0	-0.1936	15558
12.875	80.3	15.6	179	0.0	-0.2426	15812
13.109	79.6	15.8	178	0.0	-0.2767	16049
13.343	79.2	15.6	179	0.0	-0.2272	16419
13.578	78.9	15.7	179	0.0	-0.2858	16662
13.812	77.3	15.6	178	0.0	-0.2610	16901
14.047	75.6	15.5	179	0.0	-0.2378	17259
14.281	78.0	15.7	180	0.0	-0.2835	17506
14.515	77.0	15.9	179	0.0	-0.3179	17866
14.750	77.0	15.9	178	0.0	-0.3436	18109
14.984	77.8	15.8	178	0.0	-0.2935	18352
15.218	76.9	15.5	180	0.0	-0.3007	18706
15.453	77.1	15.4	179	0.0	-0.2256	18942
15.687	76.0	15.3	178	0.0	-0.2538	19177
15.937	76.4	15.4	178	0.0	-0.2886	19536
16.172	75.7	15.5	178	0.0	-0.2998	19771
16.390	76.4	15.5	179	0.0	-0.2799	20009
16.625	77.3	15.4	179	0.0	-0.2380	20368
16.859	77.8	15.3	179	0.0	-0.1950	20609
17.125	77.2	15.3	179	0.0	-0.2382	20850
17.359	76.5	15.2	179	0.0	-0.1374	21204
17.578	76.8	15.4	179	0.0	-0.2249	21442
17.812	78.5	15.5	179	0.0	-0.2268	21686
6/23/2025 12:23:22 PM
0.000	7.5	16.1	139	0.0	-0.4951	0
0.281	64.4	23.3	172	0.0	-0.1800	397
0.515	80.1	16.7	178	0.0	-0.2117	623
0.734	83.1	15.0	178	0.0	-0.2426	999
0.984	79.8	15.3	179	0.0	-0.1532	1242
1.218	76.4	15.4	179	0.0	-0.1518	1463
1.484	76.2	15.6	179	0.0	-0.1767	1828
1.718	77.4	15.6	180	0.0	-0.2259	2071
1.953	81.2	15.4	179	0.0	-0.2193	2444
2.187	80.9	15.3	179	0.0	-0.2138	2687
2.437	78.4	15.5	179	0.0	-0.1621	3054
2.687	77.3	15.7	180	0.0	-0.2052	3295
2.922	77.1	15.8	179	0.0	-0.2024	3538
3.156	77.8	15.7	179	0.0	-0.2279	3903
3.390	81.6	15.3	179	0.0	-0.2106	4152
3.640	80.6	15.3	179	0.0	-0.2015	4523
3.890	78.2	15.6	179	0.0	-0.2068	4763
4.125	78.4	15.7	178	0.0	-0.2274	5007
4.343	77.6	15.7	178	0.0	-0.2092	5370
4.578	78.2	15.7	179	0.0	-0.2158	5616
4.828	79.8	15.5	179	0.0	-0.1450	5981
5.078	79.8	15.4	179	0.0	-0.1614	6227
5.312	77.5	15.3	180	0.0	-0.1429	6464
5.531	76.8	15.5	178	0.0	-0.1948	6827
5.765	77.3	15.7	179	0.0	-0.2050	7065
6.015	78.4	15.8	179	0.0	-0.1825	7311
6.250	78.7	15.8	180	0.0	-0.2290	7685
6.484	79.9	15.8	179	0.0	-0.1909	7931
6.718	78.3	15.5	179	0.0	-0.2078	8178
6.953	78.1	15.3	179	0.0	-0.1795	8541
7.203	77.8	15.3	179	0.0	-0.2059	8786
7.437	77.3	15.6	178	0.0	-0.1824	9144
7.672	77.1	15.9	180	0.0	-0.2593	9388
7.906	77.1	15.9	179	0.0	-0.2516	9635
8.140	76.6	15.7	179	0.0	-0.2407	9992
8.390	77.0	15.6	179	0.0	-0.2815	10228
8.625	77.7	15.8	179	0.0	-0.2940	10600
8.875	77.4	16.0	180	0.0	-0.2955	10846
9.093	77.8	15.9	179	0.0	-0.2889	11089
9.343	78.4	15.7	179	0.0	-0.3212	11453
9.578	77.8	15.6	179	0.0	-0.3289	11694
9.812	77.2	15.7	178	0.0	-0.3314	11935
10.047	77.9	15.8	179	0.0	-0.3517	12303
10.281	77.6	15.8	178	0.0	-0.3617	12542
10.515	77.0	15.7	180	0.0	-0.3602	12781
